cluster_id,cluster_size,centroid_lat,centroid_lon,avg_nn_km
180,375,31.224346666666666,121.46077333333334,0.25329868345019774
1332,258,40.747093023255815,-73.98461240310077,0.06944887592364485
455,198,35.671868686868685,139.73661616161615,0.17909312906224037
504,193,37.55564766839378,126.9579274611399,0.26818755258371896
388,153,51.51013071895425,-0.14274509803921567,0.19107135765349464
1178,131,41.90366412213741,-87.64274809160305,0.1773755957865586
577,130,19.39846153846154,-99.17853846153847,0.2051151242446118
109,122,43.66434426229508,-79.39237704918034,0.16908140064939522
503,121,37.50454545454546,127.0493388429752,0.2092013384466785
151,114,39.92885964912281,116.43649122807018,0.2944008014616825
630,113,14.56345132743363,121.03725663716813,0.12444324136314458
674,107,13.740467289719627,100.54598130841121,0.2125823030513537
719,106,25.043490566037736,121.53273584905659,0.2835101456195542
1099,92,38.90619565217391,-77.04423913043478,0.311383878424222
78,91,49.26945054945055,-123.12164835164835,0.1445882512747376
424,89,-6.221460674157304,106.8143820224719,0.33585644454870395
1227,87,42.3564367816092,-71.0777011494253,0.30124786092788003
803,85,34.06541176470588,-118.31905882352942,0.3723587606787554
1664,83,47.62036144578313,-122.32963855421687,0.10263638259221584
313,82,22.291219512195124,114.16804878048781,0.0918817449876282
991,79,37.78379746835443,-122.41354430379747,0.196181617756449
278,74,23.124594594594594,113.31040540540539,0.253587526827765
11,68,-34.58926470588236,-58.404558823529406,0.1971841942316694
663,59,1.2920338983050847,103.84779661016948,0.11305562793604494
223,58,30.262931034482758,120.16431034482758,0.4062105972124562
356,58,48.86293103448276,2.330344827586207,0.37534943920618796
303,53,30.631132075471697,104.07188679245282,0.30087165137458083
913,47,34.02510638297873,-118.4627659574468,0.4265538169514285
1350,44,36.111590909090914,-115.17454545454547,0.14774243518257812
1065,44,39.73681818181819,-104.97909090909091,0.3724078689532076
33,44,51.04545454545455,-114.0759090909091,0.33386540673600434
145,40,-33.41175,-70.594,0.29223086956324107
696,38,41.06526315789474,29.003947368421056,0.33785518794669
513,38,37.362631578947365,127.11394736842105,0.29326074812958614
490,38,34.68342105263158,135.5026315789474,0.10144574989704393
128,38,45.50236842105263,-73.57131578947369,0.15576844111657087
810,36,37.325,-121.92166666666668,0.58131169578487
166,34,39.12264705882353,117.20088235294118,0.3918386369614515
199,33,32.0439393939394,118.78575757575759,0.2179789855046423
617,33,3.1506060606060604,101.70818181818181,0.235563848593194
1438,32,45.518437500000005,-122.68281250000001,0.17456414838813356
352,31,40.43354838709678,-3.697741935483871,0.2898310670556692
515,31,35.16709677419355,129.1341935483871,0.3461016825034951
45,30,53.541333333333334,-113.50833333333334,0.2943355663393089
429,27,53.342592592592595,-6.2551851851851845,0.2133071525560424
285,26,22.54346153846154,114.10730769230769,0.12176517496602318
837,26,33.96269230769231,-118.39961538461537,0.35390046989526347
806,26,34.161538461538456,-118.33,0.5754017339780995
483,25,35.1668,136.9012,0.18762761483422988
1531,25,29.726399999999998,-95.4468,0.761179615684339
627,25,-12.06,-77.0308,0.0
981,24,32.76125,-117.14416666666666,0.44011699162237944
787,23,34.12695652173913,-118.14000000000001,0.5785658060529468
693,23,40.97869565217391,29.097391304347827,0.5830180519751486
114,22,45.415454545454544,-75.69545454545454,0.3874419137799906
1665,22,47.70363636363636,-122.33136363636363,0.5971102553750693
717,22,25.009545454545457,121.46772727272727,0.23850178365832714
232,22,29.871818181818185,121.5559090909091,0.25564375219461993
1457,21,39.94952380952381,-75.16333333333334,0.13414525749579959
833,21,33.68333333333334,-117.87095238095237,0.4302805892438021
475,20,35.459,139.6295,0.09056494238276372
840,20,37.368,-122.0465,0.886777922304278
219,20,31.319,120.61500000000001,0.4555253298988352
1356,20,36.1065,-115.14950000000002,0.5345554253344201
650,19,55.764210526315786,37.6178947368421,0.3574463694066803
499,19,33.59,130.40315789473684,0.14625371776047205
520,19,37.5,126.74578947368421,0.6257683930224831
1528,19,29.76105263157895,-95.37578947368422,0.45628565154361517
638,18,14.642222222222223,121.0311111111111,0.17931881982347692
1497,18,30.27777777777778,-97.74499999999999,0.5336620391350095
399,18,53.47833333333333,-2.2411111111111115,0.20885089236357438
1100,18,38.858333333333334,-77.05777777777777,0.3117245693286561
486,18,35.00111111111111,135.765,0.1629749425741326
1179,18,41.97722222222222,-87.90444444444444,0.07698041642022171
2,17,25.21588235294118,55.2764705882353,0.60306973177004
727,17,25.073529411764707,121.57294117647058,0.361637293045429
984,17,32.7135294117647,-117.16176470588235,0.2855220303273982
971,16,38.571875,-121.48125,0.2868403830127663
1505,16,32.853125,-96.7725,0.426164994769313
595,16,25.64625,-100.319375,0.7707242657259413
1507,16,32.7975,-96.798125,0.441250195730737
27,16,-23.5625,-46.650625,0.1274122725655438
351,16,41.391875,2.175,0.3475570460424856
877,16,33.7825,-117.870625,0.6437478767180506
1434,15,45.516666666666666,-122.64266666666667,0.48213555125579244
514,15,35.15533333333333,129.05866666666668,0.39880915612529155
506,15,37.477999999999994,126.884,0.49351360335322675
626,15,-12.092,-77.04066666666668,0.4365504906261773
664,15,1.3006666666666669,103.78266666666667,0.44466463059212
879,15,34.138,-118.25666666666667,0.4020900283940584
564,15,29.373333333333335,47.977333333333334,0.2583702471570861
964,15,38.78066666666667,-121.27066666666666,0.8387980990314451
812,15,34.175333333333334,-118.60066666666667,0.6389404416826143
141,15,47.37266666666667,8.538,0.39929615276302427
980,15,32.74066666666667,-117.21266666666666,0.23335012607955088
381,15,55.949333333333335,-3.198666666666667,0.3992692622368574
1609,15,47.61866666666666,-122.196,0.07412995109641504
264,14,30.539285714285715,114.34,0.616722005641929
855,14,33.90642857142857,-118.38571428571429,0.8116254351788431
1377,14,40.722857142857144,-73.855,0.8012745110816478
286,14,22.537142857142857,114.05499999999999,0.29345262852959586
212,14,31.575,120.30285714285715,0.2941829341631633
585,13,20.680769230769233,-103.3876923076923,0.7312430425800052
1310,13,35.216923076923074,-80.83538461538461,0.6715174636130985
581,13,19.36076923076923,-99.28,0.24693045729925617
287,13,22.52076923076923,113.93538461538462,0.5661186587039887
329,13,52.51615384615385,13.393076923076924,0.4604938759511342
55,13,49.230000000000004,-123.03,0.5988139841482814
144,13,-33.44076923076923,-70.65538461538462,0.22826901304339042
889,13,33.73538461538462,-118.01076923076924,0.6326351024645402
1643,13,47.822307692307696,-122.29307692307692,0.28593552284295465
316,13,22.330000000000002,114.19461538461539,0.553831451917512
618,12,3.1225,101.68,0.3703741727803467
777,12,33.420833333333334,-111.93416666666667,0.23201477805671453
1164,12,21.3325,-157.92083333333332,0.0863092614359351
1162,12,21.286666666666665,-157.83916666666667,0.09266243887048932
835,12,33.62166666666666,-117.90249999999999,0.8712197438681785
328,12,50.08833333333334,14.424166666666666,0.2710145191149085
1461,12,40.44,-79.99666666666667,0.23289456396670635
785,12,37.806666666666665,-122.2675,0.28396284844958664
88,12,49.89166666666667,-97.1475,0.3706497554818983
19,12,26.221666666666664,50.586666666666666,0.8304380120763808
